|Sl No.|District|Block|Gram Panchayat|Village|Household|
337|JHARGRAM|Gopiballavpur - II|BELIABERA|Ambi (286)|471|
338|JHARGRAM|Nayagram|KHARIKAMATHANI|Ambi Sol (115)|137|
339|PASCHIM MEDINIPUR|Kharagpur - II|PAPARARA-I|Ambigere (455)|268|
340|PASCHIM MEDINIPUR|Sabang|BALPAT|Ambigerya (187)|55|
341|BANKURA|Ranibundh|AMBIKA NAGAR|Ambika Nagar (19)|699|
342|SOUTH 24 PARAGANAS|Kultali|KUNDAKHALI GODABAR|Ambikanagar (125)|143|
343|NORTH 24 PARAGANAS|Bongaon|GANGANANDAPUR|Ambikapur Mamudpur (11)|843|
344|DARJEELING|Kurseong|PANDU|Ambootia Tea Garden (12)|2,740|
345|BANKURA|Raipur|MANDALKULI|Amchurya (236)|256|
346|PASCHIM MEDINIPUR|Sabang|BHEMUA|Amda (260)|298|
347|PURBA BARDHAMAN|Kalna - II|BAIDYAPUR|Amdabad (131)|187|
348|HOOGHLY|Polba - Dadpur|SUGANDHYA|Amdabad (193)|208|
349|BANKURA|Vishnupur|BANKADAHA|Amdahara (147)|415|
350|MURSHIDABAD|Bhagawangola - II|AMDAHARA|Amdahara Haziganja (44)|1,112|
351|PASCHIM BARDHAMAN|Faridpur Durgapur|GOURBAZAR|Amdahi (25)|244|
352|NADIA|Chakdah|DUBRA|Amdanga (166)|372|
353|NADIA|Chakdah|SILINDA-I|Amdanga (166)|372|
354|NORTH 24 PARAGANAS|Amdanga|AMDANGA|Amdanga (48)|1,067|
355|BANKURA|Sarenga|SARENGA|Amdani (229)|131|
356|PURULIA|Jaipur|MUKUNDAPUR|Amdih (100)|17|
357|BANKURA|Sarenga|GOALBARI|Amdiha (193)|0|
358|BANKURA|Chhatna|ARRAH|Amdiha (161)|194|
359|PASCHIM BARDHAMAN|Barabani|ITAPARA|Amdiha (24)|509|
360|BANKURA|Khatra|GORABARI|Amdiha (207)|342|
361|JHARGRAM|Nayagram|CHANDRAREKHA|Amdiha (275)|104|
362|PURBA BARDHAMAN|Mangolkote|LAKHURIA|Amdob (40)|306|
363|NORTH 24 PARAGANAS|Bagda|ASHARU|Amdob (105)|1,107|
364|HOOGHLY|Goghat - I|SEORAH|Amdoba (198)|397|
365|BANKURA|Khatra|KHATRA-II|Amdoba (184)|218|
366|BIRBHUM|Murarai - II|AMDOLE|Amdol (59)|1,706|
367|HOOGHLY|Haripal|JEJUR|Amgachhi (82)|292|
368|MURSHIDABAD|Raghunathganj - I|MIRZAPUR|Amgachhi (132)|338|
369|SOUTH 24 PARAGANAS|Bishnupur - I||Amgachhi (93)|3,257|
370|SOUTH 24 PARAGANAS|Bishnupur - I|AMGACHHIA|Amgachhi (93)|3,257|
371|HOOGHLY|Arambag|HARINKHOLA-II|Amgaon (138)|779|
372|DAKSHIN DINAJPUR|Gangarampur|GANGARAMPUR|Amgaon (92)|235|
373|PURBA MEDINIPUR|Tamluk|PIPULBERIA-II|Amgechhya (95)|572|
374|PASCHIM MEDINIPUR|Keshiary|KHAJRA|Amgerya (11)|607|
375|NADIA|Krishnagar - I|RUIPUKUR|Amghata (57)|2,471|
376|PASCHIM MEDINIPUR|Midnapore|DHARUA|Amgobra (10)|0|
377|MURSHIDABAD|Domkal|JUGINDA|Aminabad (77)|1,489|
378|MURSHIDABAD|Domkal|GARAIMARI|Aminabad (77)|1,489|
379|MURSHIDABAD|Murshidabad Jiaganj|MUKUNDAPUR|Aminabazar (58)|226|
380|UTTAR DINAJPUR|Itahar|JOYHAT|Aminhat (234)|224|
381|DAKSHIN DINAJPUR|Kushmundi|KALIKAMORA|Aminpur (130)|320|
382|NORTH 24 PARAGANAS|Barasat - II|DADPUR|Aminpur (161)|221|
383|HOOGHLY|Haripal|HARIPAL ASHUTOSH|Aminpur (71)|496|
384|NORTH 24 PARAGANAS|Deganga|DEGANGA-I|Aminpur (74)|832|
385|PURBA MEDINIPUR|Kolaghat|SAGARBARH|Amir Chak (237)|398|
386|SOUTH 24 PARAGANAS|Diamond Harbour - II|SARISHA|Amira (69)|776|
387|SOUTH 24 PARAGANAS|Mathurapur - I|SANKARPUR|Amirpur (112)|350|
388|JHARGRAM|Nayagram|KHARIKAMATHANI|Amjam (208)|165|
389|SOUTH 24 PARAGANAS|Basanti|AMJHARA|Amjhara (73)|1,693|
390|PASCHIM BARDHAMAN|Salanpur|RUPNARAYANPUR|Amjharia (34)|12|
391|BANKURA|Saltora|TILURI|Amjhor (104)|19|
392|NADIA|Chapra|BAGBERIA|Amjhupi (55)|247|
393|BANKURA|Hirbandh|MOSHIARA|Amjhuri (56)|292|
394|BIRBHUM|Mohammad Bazar|CHARICHA|Amjola (99)|246|
395|PASCHIM MEDINIPUR|Salbani|BHIMPUR|Amjor (83)|276|
396|JHARGRAM|Binpur - I|BELATIKRI|Amkala (767)|158|
397|NORTH 24 PARAGANAS|Gaighata|ICHHAPUR-I|Amkola (29)|906|
398|PASCHIM BARDHAMAN|Raniganj|EGARA|Amkula (CT) (14)|234|
399|JHARGRAM|Nayagram|BALIGERIA|Amla Dangri (300)|168|
400|BANKURA|Onda|MAJDIHA|Amla Tara (196)|148|
401|JHARGRAM|Jhargram|SALBONI|Amlachati (673)|128|
402|PASCHIM MEDINIPUR|Garbeta - I|AMLAGORA|Amlagora (CT) (482)|1,464|
403|BANKURA|Onda|RATANPUR|Amlagura (18)|180|
404|JHARGRAM|Binpur - II|SANDAPARA|Amlagura (278)|58|
405|COOCHBEHAR|Tufanganj - I|MARUGANJ|Amlaguri (41)|630|
406|DAKSHIN DINAJPUR|Kushmundi|KALIKAMORA|Amlahar (142)|267|
407|PASCHIM BARDHAMAN|Kanksa|AMLAJORA|Amlajora (64)|1,137|
408|PASCHIM BARDHAMAN|Barabani|ITAPARA|Amlala (26)|431|
409|SOUTH 24 PARAGANAS|Gosaba|BALLY-I|Amlamethi (87)|3,243|
410|NORTH 24 PARAGANAS|Hasnabad|AMLANI|Amlani (46)|155|
411|BANKURA|Taldangra|TALDANGRA|Amlatara (82)|183|
412|BANKURA|Bankura - I|ANDARTHOLE|Amlatara (123)|197|
413|PURULIA|Hura|CHATUMADAR|Amlatara (57)|288|
414|PURULIA|Manbazar - I|BARAMASYA RAMNAGAR|Amlatora (131)|1|
415|PASCHIM MEDINIPUR|Salbani|BISHNUPUR|Amlatora (151)|0|
416|PASCHIM BARDHAMAN|Faridpur Durgapur|ICHHAPUR|Amlauka (51)|232|
417|JHARGRAM|Binpur - I|LALGARH|Amlia (777)|0|
418|PURULIA|Raghunathpur - I|BABUGRAM|Ammahuli (98)|1|
419|HOOGHLY|Polba - Dadpur|AMNAN|Amnan (165)|591|
420|PASCHIM MEDINIPUR|Ghatal|IRPALA|Amodarkul (14)|202|
421|HOOGHLY|Chinsurah - Magra|MOGRA-II|Amodghata (CT) (40)|1,424|
422|BANKURA|Chhatna|JIRRAH|Ampahari (28)|425|
423|HOOGHLY|Polba - Dadpur|RAJHAT|Ampala (173)|225|
424|BANKURA|Sarenga|GARGARIA|Ampata (351)|57|
425|SOUTH 24 PARAGANAS|Kulpi|KAMARCHAK|Ampol (145)|262|
426|PURBA BARDHAMAN|Jamalpur|JAUGRAM|Amra (112)|1,830|
427|HOOGHLY|Polba - Dadpur|SATITHAN|Amra (3)|822|
428|SOUTH 24 PARAGANAS|Namkhana|FRESHERGANJ|Amrabati (70)|1,990|
429|NORTH 24 PARAGANAS|Habra - II|SRIKRISHNAPUR|Amragachhi (1)|273|
430|HOWRAH|Amta - II|AMRAGORI|Amragari (71)|704|
431|HOWRAH|Bagnan - I|KALYANPUR|Amrajol (15)|390|
432|PASCHIM MEDINIPUR|Keshpur|AMRAKUCHI|Amrakuchi (434)|522|
433|BANKURA|Vishnupur|AJODHYA|Amral (47)|200|
434|BIRBHUM|Suri - I|MALLICKPUR|Amrapalan (115)|58|
435|PURBA BARDHAMAN|Ausgram - II|BHALKI|Amrargar (88)|1,814|
436|SOUTH 24 PARAGANAS|Basanti|UTTAR MOKAMBERIYA|Amratala (130)|516|
437|PURBA MEDINIPUR|Contai - III|DEBENDRA|Amratalia (68)|198|
438|SOUTH 24 PARAGANAS|Bhangar - I|NARAYANPUR|Amreswar (84)|699|
439|SOUTH 24 PARAGANAS|Bhangar - I||Amreswar (84)|699|
440|DAKSHIN DINAJPUR|Balurghat|CHINGISHPUR|Amril (289)|91|
441|DAKSHIN DINAJPUR|Balurghat|AMRIT KHANDA|Amritakhanda (272)|756|
442|HOWRAH|Uluberia - I|TAPNA|Amritasal (38)|0|
443|BANKURA|Raipur|MANDALKULI|Amritpal (245)|65|
444|BIRBHUM|Suri - I|MALLICKPUR|Amritpur (95)|221|
445|PURULIA|Balarampur|TENTLOW|Amruhasa (27)|221|
446|BANKURA|Indus|AMRUL|Amrul (52)|591|
447|HOWRAH|Uluberia - I|BAHIRA|Amsa (74)|725|
448|MALDAH|Gazole|KARKACH|Amsol (123)|113|
449|HOWRAH|Amta - I|AMTA|Amta (143)|4,079|
450|NORTH 24 PARAGANAS|Haroa|GOPALPUR-II|Amta (134)|220|
451|PURULIA|Puncha|PUNCHA|Amtakanali (67)|1|
452|HOWRAH|Uluberia - I|HATGACHHA-II|Amtala (35)|599|
453|SOUTH 24 PARAGANAS|Bishnupur - II||Amtala (CT) (0)|3,039|
454|SOUTH 24 PARAGANAS|Bishnupur - II|CHANDI|Amtala (CT) (0)|3,039|
455|SOUTH 24 PARAGANAS|Canning - I|GOPALPUR|Amtala Bhadri (100)|731|
456|SOUTH 24 PARAGANAS|Gosaba|AMTOLI|Amtali (58)|1,494|
457|PURBA MEDINIPUR|Deshopran|AMTALIA|Amtalia (454)|685|
458|BANKURA|Barjora|CHHANDAR|Amthia (176)|182|
459|NORTH 24 PARAGANAS|Basirhat - II|KACHUA|Amtona (20)|902|
460|PURULIA|Raghunathpur - I|NUTANDIH|Amtor (137)|44|
461|BIRBHUM|Murarai - II|KUSHMORE-I|Amudda (149)|1,226|
462|NORTH 24 PARAGANAS|Swarupnagar|BALTI NITYANANDA KATI G.P|Amudia (59)|747|
463|MURSHIDABAD|Suti - II|KASHIMNAGAR|Amuha (12)|1,010|
464|PASCHIM BARDHAMAN|Barabani|JAMGRAM|Amulia (15)|41|
465|NORTH 24 PARAGANAS|Deganga|AMULIA|Amulia (58)|1,131|
466|PASCHIM MEDINIPUR|Kharagpur - II|PALSHYA|Amulpur (419)|309|
467|BIRBHUM|Illambazar|BATIKAR|Anaipur (16)|29|
468|NORTH 24 PARAGANAS|Amdanga|MARICHA|Anakha (3)|1,243|
469|PURBA BARDHAMAN|Kalna - II|BADLA|Anakha (135)|200|
470|PURBA MEDINIPUR|Bhagawanpur - II|ARJUNNAGAR|Analberia (319)|0|
471|SOUTH 24 PARAGANAS|Basanti|BHARATGARH|Ananda Abad (161)|926|
472|NADIA|Ranaghat - I|NAW PARA MASUNDA|Ananda Dham (129)|79|
473|PASCHIM MEDINIPUR|Salbani|BISHNUPUR|Ananda Nagar (337)|0|
474|MALDAH|Chanchal - II|GOURHAND|Anandaganj (89)|575|
475|MALDAH|English Bazar|MILKY|Anandamohanpur (18)|302|
476|BIRBHUM|Mayureswar - I|MOLLARPUR-II|Anandanagar (19)|0|
477|PURBA MEDINIPUR|Haldia|BARUTTARHINGLY|Anandapur (52)|581|
478|PASCHIM BARDHAMAN|Kanksa|AMLAJORA|Anandapur (89)|915|
479|BANKURA|Saltora|BAMUNTORE|Anandapur (35)|94|
480|PASCHIM MEDINIPUR|Ghatal|MONSUKA-I|Anandapur (12)|317|
481|HOOGHLY|Goghat - I|SEORAH|Anandapur (199)|812|
482|NADIA|Karimpur - I|PIPUL BARIA|Anandapur (143)|1,344|
483|BANKURA|Bankura - I|KALPATHAR|Anandapur (111)|8|
484|PURBA MEDINIPUR|Moyna|MOYNA-I|Anandapur (212)|1,035|
485|PASCHIM MEDINIPUR|Keshpur|ANANDAPUR|Anandapur (378)|2,771|
486|PASCHIM MEDINIPUR|Ghatal|AJABNAGAR-I|Anandapur Sundarpur (136)|724|
487|MALDAH|English Bazar|NORHATTA|Anandipur (50)|1,137|
488|PASCHIM MEDINIPUR|Debra|SNARPUR LOWADA|Ananta Bar (151)|120|
489|HOWRAH|Jagatballavpur|HANTAL ANANTABATI|Anantabati (CT) (58)|1,915|
490|HOOGHLY|Polba - Dadpur|DADPUR|Anantapur (24)|120|
491|HOWRAH|Shyampur - II|DEHI MANDALGHAT-II|Anantapur (65)|1,625|
492|HOOGHLY|Haripal|PANTRA|Anantapur (129)|630|
493|MALDAH|Habibpur|RISHIPUR|Anantapur (252)|226|
494|PURBA MEDINIPUR|Tamluk|ANANTAPUR-I|Anantapur (108)|1,473|
495|UTTAR DINAJPUR|Kaliaganj|ANASTAPUR|Anantapur (21)|495|
496|DAKSHIN DINAJPUR|Gangarampur|SUKDEVPUR|Anantapur (4)|220|
497|MALDAH|Manikchak|ENAYETPUR|Anantapur (66)|0|
498|NADIA|Ranaghat - II|MAJHER GRAM|Anantapur (176)|691|
499|NORTH 24 PARAGANAS|Basirhat - I|GOTRA|Anantapur (96)|631|
500|NADIA|Kaliganj|HATGACHHA|Anantapur (39)|382|
501|DAKSHIN DINAJPUR|Kushmundi|AKCHA|Anantapur (91)|392|
502|PASCHIM MEDINIPUR|Daspur - I|SARBERIA-II|Anantapur (134)|183|
503|PURBA MEDINIPUR|Sutahata|ASADTALIA|Anantapur (101)|307|
504|MALDAH|Gazole|ALAL|Anantarampur (120)|75|
505|PASCHIM MEDINIPUR|Keshiary|KESHIARY|Anar (107)|269|
506|PURBA MEDINIPUR|Sutahata|KUKRAHATI|Anar Nagar (5)|498|
507|BANKURA|Raipur|MATGODA|Anara (203)|244|
508|NORTH 24 PARAGANAS|Habra - I|PRITHIBA G.P|Anarbaria (88)|1,173|
509|HOOGHLY|Jangipara|ANTPUR|Anarbati (14)|677|
510|PURBA MEDINIPUR|Sutahata|KUKRAHATI|Anarpur (17)|122|
511|DAKSHIN DINAJPUR|Tapan|AJMATPUR|Anatair (46)|176|
512|MALDAH|Manikchak|ENAYETPUR|Anathpur (57)|392|
513|UTTAR DINAJPUR|Kaliaganj|BOCHADANGA|Anaun (128)|545|
514|HOOGHLY|Pandua|ILSOVA-DASPUR|Anch Gari (146)|370|
515|PASCHIM BARDHAMAN|Ondal|ONDAL|Andal(Gram) (CT) (52)|1,074|
516|MURSHIDABAD|Berhampore|RADHARGHAT-II|Andar Manik (21)|1,845|
517|COOCHBEHAR|Haldibari|BAXIGUNJ|Andaran Bajejama (39)|195|
518|COOCHBEHAR|Mekliganj|NIZTARAF|Andaran Bhotbari (101)|345|
519|COOCHBEHAR|Mekliganj|KUCHLIBARI|Andaran Debottar (120)|187|
520|COOCHBEHAR|Cooch Behar - I|CHANDAMARI|Andaran Kasaldanga (172)|26|
521|COOCHBEHAR|Mekliganj|BAGDOGRA FULKADABRI|Andaran Kharkharia (127)|107|
522|COOCHBEHAR|Mekliganj|KUCHLIBARI|Andaran Kuchlibari (122)|352|
523|COOCHBEHAR|Mekliganj|BHOTBARI|Andaran Nijtaraf (86)|447|
524|COOCHBEHAR|Mathabhanga - I|HAZRAHAT-I|Andaran Pakhihaga (56)|585|
525|COOCHBEHAR|Mekliganj|CHANGRA BANDHA|Andaran Panisala (75)|300|
526|COOCHBEHAR|Tufanganj - I|ANDARAN FULBARI-I|Andaran Phulbari (P) (71)|5,896|
527|BIRBHUM|Dubrajpur|HETAMPUR|Andarbani (141)|43|
528|PURBA MEDINIPUR|Moyna|BAKCHA|Andaria (248)|278|
529|NADIA|Karimpur - I|HOGLA BARIA|Andhar Kotha (111)|2,674|
530|BIRBHUM|Mohammad Bazar|MAHAMMAD BAZAR|Andhargram (105)|73|
531|JHARGRAM|Nayagram|BALIGERIA|Andhari Sol (279)|75|
532|SOUTH 24 PARAGANAS|Kultali|KUNDAKHALI GODABAR|Andharia (124)|157|
533|SOUTH 24 PARAGANAS|Sonarpur||Andharia (90)|214|
534|SOUTH 24 PARAGANAS|Diamond Harbour - II|MATHUR|Andharia (54)|248|
535|BANKURA|Sarenga|GOALBARI|Andharia (123)|320|
536|BANKURA|Simlapal|PARSOLA|Andharia (12)|83|
537|PASCHIM BARDHAMAN|Jamuria|CHURULIA|Andharia (1)|173|
538|SOUTH 24 PARAGANAS|Sonarpur|LANGAL BARIA|Andharia (90)|214|
539|SOUTH 24 PARAGANAS|Bishnupur - I||Andharmanik (153)|2,438|
540|SOUTH 24 PARAGANAS|Mathurapur - I|SANKARPUR|Andharmanik (89)|388|
541|SOUTH 24 PARAGANAS|Bishnupur - I|ANDHARMANIK|Andharmanik (153)|2,438|
542|PASCHIM MEDINIPUR|Salbani|BHIMPUR|Andharmara (29)|152|
543|BANKURA|Bankura - I|ANDARTHOLE|Andharthaul (134)|526|
544|UTTAR DINAJPUR|Chopra|DASPARA|Andharugachh (94)|38|
545|MALDAH|Ratua - I|SAMSI|Andhirampara (68)|1,282|
546|MURSHIDABAD|Farakka|BENIAGRAM|Andhua (40)|1,065|
547|SOUTH 24 PARAGANAS|Jaynagar - I|HARI NARAYANPUR|Andilpur (52)|0|
548|SOUTH 24 PARAGANAS|Jaynagar - I||Andilpur (52)|0|
549|SOUTH 24 PARAGANAS|Kulpi|KARANJALI|Andinagar (207)|299|
550|NADIA|Ranaghat - II|BAHIRGACHHI|Andipur (78)|253|
551|NADIA|Ranaghat - II|BAHIRGACHHI|Andipur Chak (44)|144|
552|PURBA MEDINIPUR|Khejuri - II|NIJKASBA|Andiram Chak (112)|54|
553|MURSHIDABAD|Beldanga - I|BEGUNBARI|Andiran (58)|1,150|
554|HOWRAH|Sankrail|ANDUL|Andul (CT) (0)|764|
555|MURSHIDABAD|Beldanga - II|ANDUL BERIA-I|Andul Baria (138)|4,364|
556|SOUTH 24 PARAGANAS|Jaynagar - I|CHALTA BERIA|Andulberia (79)|0|
557|SOUTH 24 PARAGANAS|Jaynagar - I||Andulberia (79)|0|
558|SOUTH 24 PARAGANAS|Kulpi|KARANJALI|Anduldaha Gopalpur (226)|109|
559|SOUTH 24 PARAGANAS|Bhangar - I||Andulgari (36)|790|
560|SOUTH 24 PARAGANAS|Bhangar - I|TARDAHA|Andulgari (36)|790|
561|PASCHIM MEDINIPUR|Sabang|CHOULKURI|Andulia (366)|548|
562|NORTH 24 PARAGANAS|Barasat - II|KIRTIPUR-I|Andulia (179)|599|
563|PASCHIM MEDINIPUR|Sabang|DEBHOG|Andulia (144)|198|
564|MURSHIDABAD|Burwan|SAHORA|Andulia (133)|124|
565|NORTH 24 PARAGANAS|Bagda|MALLPOTA|Andulpota (76)|510|
566|NADIA|Ranaghat - II|KAMALPUR|Andulpota (69)|645|
567|NADIA|Krishnagar - I|BHIMPUR|Andulpota (850)|101|
568|PURBA MEDINIPUR|Mahisadal|NATSHAL-I|Andulya (158)|910|
569|PASCHIM MEDINIPUR|Kharagpur - II|PALSHYA|Andulya (418)|192|
570|PURBA BARDHAMAN|Memari - I|GOPE GANTAR-I|Andur (168)|253|
571|BANKURA|Onda|LODNA|Angadpur (85)|207|
572|PURBA MEDINIPUR|Bhagawanpur - II|MUGBERIA|Angar Berya (265)|356|
573|SOUTH 24 PARAGANAS|Bishnupur - II|NAHAZARI|Angarbaria (13)|951|
574|SOUTH 24 PARAGANAS|Bishnupur - II||Angarbaria (13)|951|
575|UTTAR DINAJPUR|Goalpokhar - I|GOTI|Angarbhasa (69)|769|
576|NADIA|Karimpur - I|PIPUL BARIA|Angardaha (139)|468|
577|BANKURA|Onda|MAJDIHA|Angaria (197)|77|
578|PASCHIM BARDHAMAN|Salanpur|ETHORA|Angaria (77)|140|
579|DAKSHIN DINAJPUR|Kushmundi|KUSHMONDI|Angaripara (119)|82|
580|NORTH 24 PARAGANAS|Bongaon|GHATBAOR|Angarpukuria (59)|221|
581|DAKSHIN DINAJPUR|Kumarganj|SAMJHIA|Angina (41)|295|
582|NORTH 24 PARAGANAS|Hasnabad|HASNABAD|Angnara (53)|383|
583|JALPAIGURI|Nagrakata|ANGRABHASA-I|Angrabhasa (N) (31)|688|
584|JHARGRAM|Nayagram|JAMIRAPAL|Angragerya (248)|12|
585|NORTH 24 PARAGANAS|Gaighata|JHOWDOGA|Angrail (63)|1,674|
586|COOCHBEHAR|Cooch Behar - II|PUNDIBARI|Angrakata (51)|410|
587|PURBA BARDHAMAN|Raina - I|MUGURA|Anguna (87)|648|
588|NADIA|Chakdah|SIMURALI|Anilia (102)|138|
589|HOOGHLY|Chanditala - I|ANIYA|Aniya (24)|1,258|
590|HOOGHLY|Haripal|BANDIPUR|Ankapara (87)|313|
591|HOOGHLY|Tarakeswar|NAITA MALPAHARPUR|Ankargaria (78)|322|
592|PURULIA|Neturia|JANARDANDI|Ankduara (57)|94|
593|NORTH 24 PARAGANAS|Habra - I|KUMRA G.P|Ankhola (153)|594|
594|JHARGRAM|Binpur - I|BINPUR|Ankro (519)|190|
595|PURULIA|Manbazar - II|ANKRO BARAKADAM|Ankro (221)|1,292|
596|HOWRAH|Shyampur - II|KHARUBERIA|Ankul (54)|639|
597|HOWRAH|Domjur|MAKARDAHA-I|Ankurhati (CT) (0)|578|
598|SOUTH 24 PARAGANAS|Kulpi|ISWARIPUR|Anoarpur (45)|331|
599|PASCHIM MEDINIPUR|Midnapore|MANIDAHA|Ansabandhi (120)|340|
600|DAKSHIN DINAJPUR|Gangarampur|BASURIA|Antal (145)|112|
601|MURSHIDABAD|Samserganj|BHASAIPAIKAR|Antar Dwipa (69)|1,815|
602|DARJEELING|Kharibari|RANIGANJ PANISALI|Antaram (5)|212|
603|BANKURA|Vishnupur|AJODHYA|Antare (11)|127|
604|DAKSHIN DINAJPUR|Tapan|AJMATPUR|Antashimul (47)|182|
605|BANKURA|Chhatna|JAMTORA|Antkuria (213)|170|
606|PURBA BARDHAMAN|Jamalpur|JAROGRAM|Antpara (76)|761|
607|BANKURA|Chhatna|CHINABARI|Anturi Bana (179)|132|
608|PURBA BARDHAMAN|Kalna - II|ANUKHAL|Anukhal (104)|812|
609|NADIA|Ranaghat - I|ANULIA|Anulia (CT) (153)|2,275|
610|PURBA MEDINIPUR|Panskura|GOBINDANAGAR|Anupganj (111)|155|
611|MALDAH|Manikchak|NAZIRPUR|Anupnagar (38)|13|
612|MURSHIDABAD|Sagardighi|BANNYESWAR|Anuppur (5)|87|
613|HOOGHLY|Goghat - II|KAMARPUKUR|Anur (44)|935|
614|PURBA MEDINIPUR|Deshopran|AURAI|Anurai (439)|1,303|
615|PURBA MEDINIPUR|Deshopran|AURAI|Anurai Belya Chatta (429)|679|
616|SOUTH 24 PARAGANAS|Diamond Harbour - II|KHORDA|Aoasberia (62)|686|
617|DAKSHIN DINAJPUR|Hilli|HILI|Aptair (21)|849|
618|BANKURA|Onda|CHINGANI|Arabani (174)|136|
619|NADIA|Karimpur - I|JAMSERPUR|Arabpur (132)|918|
620|MALDAH|Habibpur|BAIDYAPUR|Aragachhi (57)|239|
621|MURSHIDABAD|Bhagawangola - I|MAHISASHTHALI|Aragi Kulgachi (37)|139|
622|BIRBHUM|Suri - I|TILPARA|Araipur (P) (6)|1,104|
623|JALPAIGURI|Jalpaiguri|NAGAR BERUBARI|Araji Amarkhana (12)|65|
624|JALPAIGURI|Rajganj|PANIKOWRI|Araji Bhelakoba I (11)|75|
625|JALPAIGURI|Jalpaiguri|BOUALMARI NANDANPUR|Araji Garalbari (25)|431|
626|HOOGHLY|Polba - Dadpur|AMNAN|Araji Jotchandi (169)|11|
627|JALPAIGURI|Jalpaiguri|NAGAR BERUBARI|Araji Maria Kamala Pukhari (14)|832|
628|BIRBHUM|Bolpur Sriniketan|SIAN MULUK|Araji Muluk (125)|199|
629|PASCHIM MEDINIPUR|Ghatal|IRPALA|Arajikrishnabati (40)|197|
630|BANKURA|Chhatna|JIRRAH|Arajuri (37)|277|
631|PURBA MEDINIPUR|Khejuri - II|KHEJURI|Arak Bari (99)|270|
632|HOOGHLY|Arambag|ARANDI-I|Arakul (161)|133|
633|BANKURA|Hirbandh|MOLIAN|Aral Chhota (28)|1|
634|BANKURA|Bankura - I|JAGADALLA-I|Aralbanshi (190)|154|
635|BANKURA|Hirbandh|MOLIAN|Aralbara (20)|152|
636|BIRBHUM|Rajnagar|RAJNAGAR|Arali (28)|57|
637|BANKURA|Sonamukhi|PANCHAL|Aralkola (163)|250|
638|NADIA|Ranaghat - I|HABIBPUR|Aram Danga (117)|172|
639|SOUTH 24 PARAGANAS|Gosaba|GOSABA|Arampur (83)|1,791|
640|HOOGHLY|Arambag|ARANDI-I|Arandi (159)|787|
641|PURBA MEDINIPUR|Egra - II|PANIPARUL|Aranga (198)|274|
642|PASCHIM MEDINIPUR|Keshiary|KESHIARY|Arangabad (151)|1,003|
643|PURBA MEDINIPUR|Panskura|GHOSHPUR|Arangabar (140)|118|
644|NADIA|Chapra|BRITTIHUDA|Arangsarisha (41)|1,408|
645|PURBA MEDINIPUR|Moyna|BAKCHA|Arankiyarana (233)|1,969|
646|SOUTH 24 PARAGANAS|Sonarpur|SONARPUR-II|Arapanch (28)|957|
647|SOUTH 24 PARAGANAS|Sonarpur||Arapanch (28)|957|
648|BANKURA|Indus|SAHASPUR|Arapur (79)|88|
649|MALDAH|English Bazar|KOTWALI|Arapur (56)|902|
650|PURBA MEDINIPUR|Kolaghat|KOLA-II|Arar (283)|2,687|
651|NADIA|Kaliganj|PALIT BEGIA|Arar Bege (71)|214|
652|PASCHIM BARDHAMAN|Faridpur Durgapur|ICHHAPUR|Arati (54)|522|
653|MURSHIDABAD|Bhagawangola - II|KHARIBONA|Arazi Alaipur (103)|0|
654|HOOGHLY|Balagarh|DUMUR DAHA NITYANANDAPUR-I|Arazi Aschitpur (121)|23|
655|BIRBHUM|Bolpur Sriniketan|SIAN MULUK|Arazi Baidyanathpur (133)|0|
656|MURSHIDABAD|Sagardighi|MONIGRAM|Arazi Balarambati (39)|0|
657|HOOGHLY|Balagarh|SRIPUR BALAGARH|Arazi Bhabanipur (104)|110|
658|MURSHIDABAD|Nawda|KEDARCHANDPUR-I|Arazi Biharia (2)|0|
659|MALDAH|Gazole|BAIRGACHHI-II|Arazi Deharul (21)|2,721|
660|MALDAH|Kaliachak - III|PAR DEONAPUR SOVAPUR|Arazi Dharmapur (202)|0|
661|MALDAH|English Bazar|JADUPUR-I|Arazi Dilalpur (70)|0|
662|UTTAR DINAJPUR|Hemtabad|BANGALBARI|Arazi Dudhanda (90)|62|
663|MURSHIDABAD|Beldanga - I|SUJAPUR KUMARPUR|Arazi Giridharipur (45)|441|
664|MURSHIDABAD|Suti - I|SADIKPUR|Arazi Gotha (74)|255|
665|HOOGHLY|Balagarh|GUPTIPARA-II|Arazi Guptipara (7)|310|
666|MALDAH|Ratua - I|KAHALA|Arazi Haragobindapur (29)|306|
667|DAKSHIN DINAJPUR|Harirampur|PUNDARI|Arazi Huzuri Kasba (73)|144|
668|DAKSHIN DINAJPUR|Gangarampur|JAHANGIRPUR|Arazi Ilamtair (127)|89|
669|MURSHIDABAD|Beldanga - I|SUJAPUR KUMARPUR|Arazi Jalalpur (47)|30|
670|MALDAH|Gazole|RANIGANJ-II|Arazi Jalsa (291)|1,077|
671|BIRBHUM|Khoyrasol|PARSUNDI|Arazi Jamalpur (96)|0|
672|MURSHIDABAD|Raninagar - I|ISLAMPUR|Arazi Kalabaria (59)|5|
673|MURSHIDABAD|Raninagar - I|HURSHI|Arazi Kanaipur (15)|75|
674|DAKSHIN DINAJPUR|Kushmundi|AKCHA|Arazi Kasba (74)|66|
675|UTTAR DINAJPUR|Hemtabad|HEMTABAD|Arazi Kasimpur (83)|430|
676|COOCHBEHAR|Sitai|SITAI-I|Arazi Khamarsitai (31)|399|
